textID,sortedAnswerList
429_1,59
429_2,59
429_3,-1
429_4,-1
429_5,-1
430_1,36
430_2,63
430_3,-1
430_4,-1
430_5,-1
431_1,51
431_2,-1
431_3,-1
431_4,-1
431_5,-1
432_1,34
432_2,-1
432_3,48
432_4,57
432_5,-1
433_1,43
433_2,-1
433_3,43 62
433_4,62
433_5,-1
434_1,32
434_2,32
434_3,63
434_4,49 63
434_5,49 63
435_1,14
435_2,14
435_3,-1
435_4,64
435_5,-1
436_1,-1
436_2,63
436_3,31
436_4,31
436_5,63
437_1,50
437_2,50
437_3,50
437_4,-1
437_5,68
438_1,31
438_2,64
438_3,58
438_4,64
438_5,-1
439_1,69
439_2,60 69
439_3,60 69
439_4,69
439_5,-1
440_1,-1
440_2,-1
440_3,-1
440_4,-1
440_5,-1
441_1,46 51
441_2,46 51
441_3,46 51
441_4,-1
441_5,-1
442_1,89
442_2,-1
442_3,89
442_4,89
442_5,-1
443_1,44 63
443_2,21
443_3,21
443_4,-1
443_5,-1
444_1,9
444_2,9
444_3,9
444_4,63
444_5,36 63
445_1,36
445_2,36 55
445_3,-1
445_4,55
445_5,36
446_1,19
446_2,19
446_3,19
446_4,19
446_5,19
447_1,61
447_2,-1
447_3,-1
447_4,-1
447_5,61
448_1,60
448_2,30 60
448_3,-1
448_4,60
448_5,60
449_1,63
449_2,63
449_3,-1
449_4,-1
449_5,-1
450_1,-1
450_2,50
450_3,50
450_4,-1
450_5,-1
451_1,64
451_2,64
451_3,-1
451_4,-1
451_5,36
452_1,43
452_2,-1
452_3,-1
452_4,-1
452_5,-1
453_1,50
453_2,-1
453_3,-1
453_4,-1
453_5,50 64
454_1,48
454_2,48
454_3,48
454_4,-1
454_5,-1
455_1,58
455_2,-1
455_3,-1
455_4,-1
455_5,-1
456_1,60
456_2,-1
456_3,-1
456_4,60
456_5,29 33
457_1,17
457_2,-1
457_3,48
457_4,48
457_5,-1
458_1,63
458_2,63
458_3,63
458_4,63
458_5,-1
459_1,43
459_2,43
459_3,17
459_4,43
459_5,43
460_1,34
460_2,-1
460_3,34
460_4,-1
460_5,34 61
461_1,74
461_2,-1
461_3,74
461_4,55
461_5,74
462_1,77
462_2,58 77
462_3,-1
462_4,58 77
462_5,58
463_1,62
463_2,-1
463_3,62
463_4,-1
463_5,-1
464_1,60
464_2,60 64
464_3,60
464_4,60
464_5,60 64
465_1,59
465_2,-1
465_3,-1
465_4,-1
465_5,-1
466_1,61
466_2,56
466_3,56 61
466_4,56 61
466_5,-1
467_1,58
467_2,49 58
467_3,49 58
467_4,58
467_5,58
468_1,64
468_2,55 64
468_3,55 64
468_4,64
468_5,-1
469_1,49
469_2,22 49
469_3,22
469_4,22 49
469_5,22 49
470_1,4
470_2,4 63
470_3,4 63
470_4,4
470_5,-1
471_1,4
471_2,4
471_3,-1
471_4,4
471_5,-1
472_1,58
472_2,36
472_3,58
472_4,-1
472_5,-1
473_1,31
473_2,35
473_3,-1
473_4,31 63
473_5,-1
474_1,55
474_2,55
474_3,55
474_4,-1
474_5,73
475_1,36
475_2,36
475_3,-1
475_4,-1
475_5,-1
476_1,19
476_2,-1
476_3,-1
476_4,66
476_5,-1
477_1,62
477_2,62
477_3,-1
477_4,62
477_5,-1
478_1,59
478_2,-1
478_3,-1
478_4,-1
478_5,-1
479_1,114
479_2,114
479_3,86 114
479_4,86 114
479_5,86
480_1,63
480_2,-1
480_3,-1
480_4,-1
480_5,63
481_1,63
481_2,63
481_3,-1
481_4,63
481_5,50
482_1,-1
482_2,22 44
482_3,22
482_4,48
482_5,48
483_1,32
483_2,65
483_3,-1
483_4,-1
483_5,65
484_1,18
484_2,-1
484_3,-1
484_4,60
484_5,50
485_1,-1
485_2,58
485_3,58
485_4,-1
485_5,-1
486_1,61
486_2,61
486_3,61
486_4,-1
486_5,-1
487_1,44
487_2,44
487_3,-1
487_4,44
487_5,44
488_1,62
488_2,62 67
488_3,-1
488_4,-1
488_5,67
489_1,38
489_2,-1
489_3,-1
489_4,-1
489_5,-1
490_1,37
490_2,37
490_3,37
490_4,37
490_5,37
491_1,47 60
491_2,60
491_3,-1
491_4,47
491_5,47
492_1,52
492_2,27 52
492_3,27
492_4,66
492_5,-1
493_1,46
493_2,46
493_3,-1
493_4,59
493_5,-1
494_1,16
494_2,-1
494_3,-1
494_4,-1
494_5,-1
495_1,59
495_2,-1
495_3,-1
495_4,-1
495_5,-1
496_1,66
496_2,66
496_3,66
496_4,-1
496_5,66
497_1,23
497_2,-1
497_3,45
497_4,63
497_5,-1
498_1,60
498_2,-1
498_3,60
498_4,-1
498_5,65
499_1,98
499_2,98
499_3,-1
499_4,-1
499_5,98
500_1,63
500_2,63
500_3,63
500_4,63
500_5,-1
501_1,65
501_2,65
501_3,65
501_4,-1
501_5,-1
502_1,58
502_2,32 58
502_3,77
502_4,32
502_5,32
503_1,23
503_2,-1
503_3,-1
503_4,64
503_5,-1
504_1,50
504_2,-1
504_3,50
504_4,50
504_5,82
505_1,65
505_2,65
505_3,-1
505_4,65
505_5,-1
506_1,36
506_2,36
506_3,51
506_4,-1
506_5,-1
507_1,66
507_2,66
507_3,-1
507_4,-1
507_5,-1
508_1,55
508_2,-1
508_3,55
508_4,64
508_5,-1
509_1,64
509_2,17 64
509_3,17 64
509_4,49
509_5,49
510_1,58
510_2,-1
510_3,-1
510_4,58
510_5,-1
511_1,60
511_2,37
511_3,-1
511_4,-1
511_5,60
512_1,32
512_2,32 51
512_3,51
512_4,-1
512_5,64
513_1,36
513_2,36
513_3,64
513_4,30
513_5,30 64
514_1,49
514_2,49
514_3,49
514_4,-1
514_5,62
515_1,16 61
515_2,-1
515_3,-1
515_4,-1
515_5,-1
516_1,36
516_2,-1
516_3,-1
516_4,-1
516_5,-1
517_1,33
517_2,-1
517_3,-1
517_4,-1
517_5,-1
518_1,64
518_2,-1
518_3,-1
518_4,-1
518_5,-1
519_1,63
519_2,-1
519_3,37
519_4,37 63
519_5,37
520_1,85
520_2,85
520_3,85
520_4,-1
520_5,51
521_1,51
521_2,-1
521_3,-1
521_4,-1
521_5,51
522_1,49
522_2,63
522_3,-1
522_4,63
522_5,-1
523_1,60
523_2,-1
523_3,-1
523_4,60
523_5,60 64
524_1,63
524_2,63
524_3,63
524_4,-1
524_5,-1
525_1,43
525_2,73
525_3,73
525_4,-1
525_5,81
526_1,60
526_2,60
526_3,-1
526_4,60
526_5,64
527_1,58
527_2,4
527_3,4
527_4,4
527_5,-1
528_1,18 23
528_2,-1
528_3,-1
528_4,64
528_5,-1
529_1,69
529_2,55
529_3,69
529_4,69
529_5,-1
530_1,79
530_2,-1
530_3,-1
530_4,-1
530_5,-1
531_1,17
531_2,-1
531_3,-1
531_4,-1
531_5,63
532_1,89
532_2,-1
532_3,-1
532_4,-1
532_5,89
533_1,73
533_2,-1
533_3,-1
533_4,-1
533_5,-1
534_1,22
534_2,-1
534_3,-1
534_4,-1
534_5,-1
535_1,23
535_2,64
535_3,36 64
535_4,36
535_5,-1
536_1,51
536_2,51
536_3,-1
536_4,-1
536_5,-1
537_1,24
537_2,-1
537_3,-1
537_4,-1
537_5,-1
538_1,55
538_2,55
538_3,-1
538_4,55
538_5,55
539_1,31
539_2,-1
539_3,17
539_4,31 64
539_5,17
540_1,63
540_2,63
540_3,-1
540_4,-1
540_5,-1
541_1,62
541_2,-1
541_3,-1
541_4,-1
541_5,-1
542_1,-1
542_2,-1
542_3,49
542_4,63
542_5,-1
543_1,-1
543_2,-1
543_3,-1
543_4,-1
543_5,63
544_1,17
544_2,-1
544_3,56
544_4,56
544_5,-1
545_1,78
545_2,78
545_3,78
545_4,-1
545_5,-1
546_1,22
546_2,-1
546_3,61
546_4,43
546_5,43
547_1,46
547_2,46
547_3,-1
547_4,46
547_5,46
548_1,49
548_2,49
548_3,49
548_4,-1
548_5,-1
549_1,24
549_2,-1
549_3,-1
549_4,-1
549_5,-1
550_1,71
550_2,-1
550_3,71
550_4,-1
550_5,55 71
551_1,77
551_2,-1
551_3,-1
551_4,-1
551_5,-1
552_1,45 64
552_2,45 64
552_3,45
552_4,-1
552_5,-1
553_1,70
553_2,-1
553_3,-1
553_4,70
553_5,-1
554_1,60
554_2,-1
554_3,-1
554_4,64
554_5,-1
555_1,23
555_2,-1
555_3,23
555_4,-1
555_5,23
556_1,63
556_2,59
556_3,-1
556_4,59
556_5,59
557_1,51
557_2,-1
557_3,-1
557_4,51
557_5,51
558_1,30 58
558_2,30 58
558_3,58
558_4,-1
558_5,62
559_1,69
559_2,69
559_3,-1
559_4,-1
559_5,69
560_1,69
560_2,69
560_3,69
560_4,69
560_5,-1
561_1,90
561_2,61 90
561_3,90
561_4,90
561_5,-1
562_1,65
562_2,65
562_3,65
562_4,-1
562_5,-1
563_1,45
563_2,45
563_3,45 51
563_4,-1
563_5,-1
564_1,-1
564_2,-1
564_3,-1
564_4,62
564_5,62
565_1,79
565_2,37 79
565_3,37 79
565_4,37
565_5,79
566_1,65
566_2,-1
566_3,65
566_4,-1
566_5,-1
567_1,64
567_2,-1
567_3,-1
567_4,36 64
567_5,36 64
568_1,37
568_2,-1
568_3,37
568_4,-1
568_5,-1
569_1,66
569_2,-1
569_3,66
569_4,-1
569_5,66
570_1,59
570_2,59 63
570_3,-1
570_4,-1
570_5,59
571_1,59
571_2,64
571_3,64
571_4,-1
571_5,-1
572_1,30 64
572_2,58
572_3,30 64
572_4,-1
572_5,30
573_1,65
573_2,60 65
573_3,65
573_4,-1
573_5,-1
574_1,48
574_2,-1
574_3,-1
574_4,-1
574_5,-1
575_1,59
575_2,59
575_3,-1
575_4,-1
575_5,-1
576_1,18
576_2,-1
576_3,-1
576_4,-1
576_5,-1
577_1,39
577_2,39
577_3,-1
577_4,-1
577_5,39
578_1,64
578_2,-1
578_3,64
578_4,-1
578_5,64
579_1,18
579_2,-1
579_3,-1
579_4,64
579_5,-1
580_1,63
580_2,4
580_3,4
580_4,4
580_5,63
581_1,50
581_2,-1
581_3,-1
581_4,50
581_5,-1
582_1,65
582_2,-1
582_3,-1
582_4,65
582_5,-1
583_1,45
583_2,-1
583_3,-1
583_4,45
583_5,45
584_1,50
584_2,-1
584_3,-1
584_4,-1
584_5,50
585_1,67
585_2,67
585_3,-1
585_4,67
585_5,-1
586_1,51
586_2,51
586_3,-1
586_4,-1
586_5,65
587_1,4
587_2,64
587_3,64
587_4,4
587_5,-1
588_1,-1
588_2,44
588_3,-1
588_4,44
588_5,44 62
589_1,50
589_2,50
589_3,-1
589_4,64
589_5,64
590_1,-1
590_2,57
590_3,62
590_4,57 62
590_5,17
591_1,59
591_2,59
591_3,-1
591_4,-1
591_5,59
592_1,50
592_2,50
592_3,50
592_4,-1
592_5,-1
593_1,64
593_2,-1
593_3,64
593_4,-1
593_5,64
594_1,18
594_2,63
594_3,-1
594_4,-1
594_5,-1
595_1,65
595_2,65
595_3,65
595_4,65
595_5,-1
596_1,59
596_2,-1
596_3,59
596_4,59
596_5,-1
597_1,-1
597_2,43
597_3,30 57
597_4,30
597_5,-1
598_1,21 49
598_2,-1
598_3,49
598_4,-1
598_5,-1
599_1,48
599_2,48
599_3,43
599_4,43
599_5,43
600_1,8 63
600_2,59
600_3,8
600_4,-1
600_5,59
601_1,-1
601_2,55
601_3,55
601_4,55
601_5,-1
602_1,57
602_2,57
602_3,-1
602_4,57
602_5,-1
603_1,59
603_2,-1
603_3,59
603_4,50
603_5,50 63
604_1,66
604_2,66
604_3,-1
604_4,66
604_5,66
605_1,27
605_2,-1
605_3,-1
605_4,-1
605_5,-1
606_1,-1
606_2,-1
606_3,34
606_4,-1
606_5,34
607_1,83
607_2,83
607_3,83
607_4,83 88
607_5,-1
608_1,50
608_2,-1
608_3,36
608_4,36
608_5,36
609_1,14
609_2,14
609_3,14
609_4,14 55
609_5,14 55 63
610_1,17
610_2,-1
610_3,-1
610_4,-1
610_5,-1
611_1,50
611_2,50
611_3,-1
611_4,-1
611_5,-1
612_1,-1
612_2,61
612_3,29
612_4,29
612_5,-1
613_1,64
613_2,31 64
613_3,64
613_4,-1
613_5,-1
614_1,49 64
614_2,64
614_3,49
614_4,-1
614_5,49
615_1,72
615_2,-1
615_3,49 59
615_4,49
615_5,72
616_1,16
616_2,49
616_3,-1
616_4,49
616_5,49
617_1,63
617_2,63
617_3,49
617_4,63
617_5,-1
618_1,45
618_2,45
618_3,-1
618_4,-1
618_5,-1
619_1,49
619_2,49
619_3,-1
619_4,-1
619_5,-1
620_1,49
620_2,-1
620_3,64
620_4,64
620_5,49
621_1,36 44
621_2,36 44
621_3,36 44
621_4,36
621_5,62
622_1,52
622_2,52
622_3,52
622_4,-1
622_5,-1
623_1,68
623_2,68
623_3,41
623_4,-1
623_5,-1
624_1,51
624_2,8
624_3,51
624_4,-1
624_5,-1
625_1,49
625_2,49
625_3,-1
625_4,49
625_5,-1
626_1,63
626_2,63
626_3,-1
626_4,-1
626_5,-1
627_1,16 58
627_2,58
627_3,58
627_4,58
627_5,-1
628_1,31
628_2,-1
628_3,31 47
628_4,31 47
628_5,31 47
629_1,4
629_2,4
629_3,4
629_4,4
629_5,4
630_1,29
630_2,-1
630_3,-1
630_4,-1
630_5,-1
631_1,-1
631_2,44
631_3,-1
631_4,44
631_5,44
632_1,66
632_2,37 66
632_3,66
632_4,-1
632_5,-1
633_1,65
633_2,65
633_3,65
633_4,-1
633_5,65
634_1,16 49
634_2,49
634_3,-1
634_4,-1
634_5,-1
635_1,49
635_2,49 58
635_3,-1
635_4,-1
635_5,-1
636_1,64
636_2,50
636_3,64
636_4,50
636_5,-1
637_1,50
637_2,-1
637_3,50
637_4,59
637_5,59
638_1,58
638_2,-1
638_3,45
638_4,-1
638_5,58
639_1,-1
639_2,-1
639_3,-1
639_4,-1
639_5,58
640_1,32
640_2,32
640_3,-1
640_4,-1
640_5,-1
641_1,61
641_2,61
641_3,-1
641_4,57
641_5,61
642_1,-1
642_2,63
642_3,63
642_4,-1
642_5,63
643_1,19
643_2,-1
643_3,46
643_4,-1
643_5,-1
644_1,23
644_2,-1
644_3,-1
644_4,-1
644_5,-1
645_1,18
645_2,-1
645_3,-1
645_4,-1
645_5,-1
646_1,67
646_2,67
646_3,54
646_4,-1
646_5,62
647_1,52
647_2,52
647_3,52
647_4,79
647_5,79
648_1,69
648_2,54 69
648_3,54 69
648_4,69
648_5,-1
649_1,56
649_2,43 56
649_3,-1
649_4,43
649_5,60
650_1,45
650_2,-1
650_3,31
650_4,31
650_5,-1
651_1,63
651_2,63
651_3,36 63
651_4,-1
651_5,-1
652_1,63
652_2,17 63
652_3,17 63
652_4,17
652_5,30
653_1,30
653_2,30
653_3,17 63
653_4,-1
653_5,17
654_1,58
654_2,-1
654_3,-1
654_4,36 58
654_5,36
655_1,70
655_2,-1
655_3,-1
655_4,70
655_5,70
656_1,4
656_2,4
656_3,4
656_4,4
656_5,4
657_1,65
657_2,65
657_3,-1
657_4,-1
657_5,65
658_1,65
658_2,65
658_3,-1
658_4,-1
658_5,65
659_1,58
659_2,21 63
659_3,58
659_4,-1
659_5,21 63
660_1,68
660_2,-1
660_3,68
660_4,-1
660_5,68
661_1,-1
661_2,64
661_3,49
661_4,-1
661_5,-1
662_1,49
662_2,68
662_3,68
662_4,-1
662_5,-1
663_1,78
663_2,-1
663_3,-1
663_4,74
663_5,-1
664_1,63
664_2,-1
664_3,-1
664_4,-1
664_5,-1
665_1,62
665_2,-1
665_3,-1
665_4,62
665_5,62
666_1,35
666_2,-1
666_3,35
666_4,35 43
666_5,35 43
667_1,23
667_2,-1
667_3,59
667_4,-1
667_5,59
668_1,63
668_2,-1
668_3,-1
668_4,-1
668_5,-1
669_1,60
669_2,60
669_3,-1
669_4,-1
669_5,60
670_1,63
670_2,-1
670_3,-1
670_4,63
670_5,63
671_1,65
671_2,-1
671_3,65
671_4,-1
671_5,65
672_1,46
672_2,-1
672_3,46
672_4,46
672_5,46
673_1,36
673_2,57
673_3,57
673_4,-1
673_5,-1
674_1,75
674_2,75
674_3,-1
674_4,75
674_5,-1
675_1,33
675_2,33
675_3,50
675_4,-1
675_5,-1
676_1,109
676_2,109
676_3,109
676_4,109
676_5,-1
677_1,-1
677_2,62
677_3,62
677_4,-1
677_5,62
678_1,56
678_2,-1
678_3,48
678_4,48
678_5,36
679_1,72
679_2,72
679_3,72
679_4,72
679_5,-1
680_1,27
680_2,-1
680_3,-1
680_4,-1
680_5,68
681_1,32
681_2,32 58
681_3,63
681_4,-1
681_5,58
682_1,27
682_2,22
682_3,-1
682_4,22 67
682_5,-1
683_1,60
683_2,-1
683_3,-1
683_4,60
683_5,-1
684_1,73
684_2,69 73
684_3,73
684_4,69
684_5,69
685_1,65
685_2,-1
685_3,-1
685_4,-1
685_5,-1
686_1,65
686_2,-1
686_3,-1
686_4,65
686_5,-1
687_1,-1
687_2,-1
687_3,62
687_4,-1
687_5,62
688_1,65
688_2,65
688_3,-1
688_4,65
688_5,-1
689_1,36
689_2,-1
689_3,-1
689_4,-1
689_5,69
690_1,32
690_2,32
690_3,-1
690_4,-1
690_5,-1
691_1,59
691_2,50 59
691_3,50 59
691_4,59
691_5,-1
692_1,-1
692_2,45
692_3,37
692_4,37
692_5,37
693_1,9
693_2,31
693_3,9
693_4,9
693_5,31
694_1,23
694_2,-1
694_3,62
694_4,-1
694_5,62
695_1,57
695_2,57
695_3,31
695_4,31
695_5,31 57
696_1,4
696_2,63
696_3,4
696_4,49 63
696_5,4
697_1,55 60
697_2,55 60
697_3,-1
697_4,60
697_5,-1
698_1,24
698_2,24
698_3,24 74
698_4,24 74
698_5,-1
699_1,58
699_2,-1
699_3,58
699_4,58
699_5,62
700_1,50
700_2,59
700_3,-1
700_4,59
700_5,-1
701_1,69
701_2,69
701_3,-1
701_4,56
701_5,56 69
702_1,60
702_2,60
702_3,-1
702_4,-1
702_5,60
703_1,66
703_2,66
703_3,66 70
703_4,66
703_5,70
704_1,65
704_2,-1
704_3,-1
704_4,-1
704_5,-1
705_1,50
705_2,-1
705_3,-1
705_4,50
705_5,50
706_1,64
706_2,64
706_3,64
706_4,64
706_5,-1
707_1,68
707_2,-1
707_3,68
707_4,-1
707_5,68
708_1,51
708_2,-1
708_3,-1
708_4,-1
708_5,-1
709_1,-1
709_2,63
709_3,63
709_4,63
709_5,-1
710_1,48
710_2,-1
710_3,-1
710_4,62
710_5,-1
711_1,69
711_2,27 69
711_3,27 69
711_4,27 69
711_5,-1
712_1,68
712_2,22
712_3,68
712_4,-1
712_5,-1
713_1,49
713_2,49
713_3,49
713_4,-1
713_5,-1
714_1,18
714_2,-1
714_3,-1
714_4,34
714_5,34
715_1,84
715_2,-1
715_3,-1
715_4,-1
715_5,84
716_1,61
716_2,61
716_3,61
716_4,61
716_5,61
717_1,66
717_2,66
717_3,-1
717_4,66
717_5,-1
718_1,61
718_2,61
718_3,-1
718_4,-1
718_5,-1
719_1,56
719_2,56
719_3,-1
719_4,-1
719_5,56
720_1,67
720_2,67
720_3,-1
720_4,-1
720_5,-1
721_1,64
721_2,64
721_3,-1
721_4,-1
721_5,-1
722_1,47
722_2,47
722_3,47
722_4,-1
722_5,-1
723_1,73
723_2,-1
723_3,73
723_4,73
723_5,-1
724_1,47
724_2,47
724_3,-1
724_4,-1
724_5,-1
725_1,4 8
725_2,4 8
725_3,4 8
725_4,30
725_5,4 8
726_1,115
726_2,115
726_3,-1
726_4,-1
726_5,-1
727_1,57
727_2,36 57
727_3,-1
727_4,49
727_5,49
728_1,60
728_2,60
728_3,60
728_4,-1
728_5,60
729_1,50
729_2,-1
729_3,-1
729_4,-1
729_5,-1
730_1,18
730_2,-1
730_3,51
730_4,-1
730_5,-1
731_1,-1
731_2,63
731_3,63
731_4,-1
731_5,18
732_1,16
732_2,-1
732_3,-1
732_4,-1
732_5,-1
733_1,28
733_2,36
733_3,66
733_4,66
733_5,-1
734_1,65
734_2,65
734_3,-1
734_4,65
734_5,59
735_1,58
735_2,-1
735_3,58
735_4,58
735_5,62
736_1,22
736_2,-1
736_3,-1
736_4,-1
736_5,-1
737_1,23
737_2,-1
737_3,-1
737_4,64
737_5,-1
738_1,73
738_2,32 73
738_3,-1
738_4,73
738_5,32
739_1,57
739_2,57
739_3,61
739_4,-1
739_5,-1
740_1,49
740_2,-1
740_3,-1
740_4,-1
740_5,57
741_1,17
741_2,-1
741_3,34
741_4,-1
741_5,34
742_1,9
742_2,9
742_3,-1
742_4,-1
742_5,9
743_1,61
743_2,61
743_3,-1
743_4,61
743_5,61
744_1,30
744_2,-1
744_3,-1
744_4,-1
744_5,-1
745_1,-1
745_2,-1
745_3,-1
745_4,59
745_5,-1
746_1,44
746_2,-1
746_3,-1
746_4,-1
746_5,-1
747_1,84
747_2,84
747_3,-1
747_4,-1
747_5,-1
748_1,63
748_2,49
748_3,36
748_4,49
748_5,36
749_1,18
749_2,-1
749_3,-1
749_4,45
749_5,45
750_1,64
750_2,51 64
750_3,-1
750_4,-1
750_5,64
751_1,8 63
751_2,44
751_3,8 63
751_4,63
751_5,-1
752_1,69
752_2,55 69
752_3,69
752_4,69
752_5,-1
753_1,24
753_2,-1
753_3,59
753_4,-1
753_5,59
754_1,9
754_2,9
754_3,9
754_4,9
754_5,9 57 61
755_1,65
755_2,65
755_3,-1
755_4,-1
755_5,-1
756_1,35
756_2,-1
756_3,35
756_4,60 64
756_5,-1
757_1,38
757_2,-1
757_3,-1
757_4,-1
757_5,-1
758_1,-1
758_2,37
758_3,-1
758_4,-1
758_5,-1
759_1,109
759_2,-1
759_3,-1
759_4,-1
759_5,-1
760_1,21
760_2,61
760_3,61
760_4,61
760_5,-1
761_1,36
761_2,36
761_3,-1
761_4,-1
761_5,-1
762_1,-1
762_2,-1
762_3,-1
762_4,63
762_5,58
763_1,19
763_2,19
763_3,19
763_4,69
763_5,19
764_1,50
764_2,50
764_3,-1
764_4,50
764_5,50
765_1,49
765_2,49
765_3,62
765_4,-1
765_5,62
766_1,63
766_2,-1
766_3,63
766_4,-1
766_5,63
767_1,59
767_2,-1
767_3,-1
767_4,59
767_5,-1
768_1,63
768_2,-1
768_3,63
768_4,63
768_5,-1
769_1,60
769_2,31
769_3,16
769_4,-1
769_5,16
770_1,-1
770_2,20 63
770_3,20 63
770_4,20
770_5,-1
771_1,75
771_2,75
771_3,63
771_4,75
771_5,75
772_1,30
772_2,63
772_3,-1
772_4,-1
772_5,63
773_1,64
773_2,64
773_3,64
773_4,59
773_5,-1
774_1,62
774_2,62
774_3,62
774_4,-1
774_5,-1
775_1,4
775_2,65
775_3,-1
775_4,4
775_5,-1
776_1,31
776_2,31
776_3,31
776_4,31
776_5,67
777_1,9
777_2,9
777_3,9 63
777_4,9 63
777_5,9
778_1,19
778_2,-1
778_3,-1
778_4,-1
778_5,63
779_1,14
779_2,14 54
779_3,14
779_4,14
779_5,14
780_1,63
780_2,-1
780_3,-1
780_4,63
780_5,-1
781_1,64
781_2,64
781_3,-1
781_4,64
781_5,-1
782_1,47
782_2,47
782_3,62
782_4,62
782_5,-1
783_1,66
783_2,66
783_3,66
783_4,-1
783_5,66
784_1,-1
784_2,-1
784_3,-1
784_4,35 58
784_5,-1
785_1,-1
785_2,48
785_3,-1
785_4,48
785_5,56 60
786_1,99
786_2,99
786_3,-1
786_4,99
786_5,99
787_1,63
787_2,63
787_3,31
787_4,63
787_5,63
788_1,31
788_2,31
788_3,-1
788_4,-1
788_5,-1
789_1,62
789_2,26
789_3,26 62
789_4,26 62
789_5,26 66
790_1,63
790_2,-1
790_3,36
790_4,-1
790_5,-1
791_1,85
791_2,85
791_3,-1
791_4,-1
791_5,-1
792_1,4
792_2,4 44
792_3,4 44
792_4,63
792_5,4
793_1,16
793_2,44
793_3,44
793_4,-1
793_5,-1
794_1,75
794_2,-1
794_3,75
794_4,-1
794_5,93
795_1,24
795_2,-1
795_3,37
795_4,-1
795_5,-1
796_1,58
796_2,58
796_3,-1
796_4,63
796_5,-1
797_1,16
797_2,-1
797_3,-1
797_4,-1
797_5,-1
798_1,63
798_2,63
798_3,63
798_4,63
798_5,63
799_1,61
799_2,61
799_3,61
799_4,61
799_5,61
800_1,51
800_2,64
800_3,-1
800_4,-1
800_5,51 64
801_1,31
801_2,-1
801_3,31
801_4,44
801_5,31
802_1,74
802_2,74
802_3,-1
802_4,-1
802_5,74
803_1,38
803_2,-1
803_3,22
803_4,22
803_5,-1
804_1,60
804_2,60
804_3,-1
804_4,-1
804_5,-1
805_1,45
805_2,-1
805_3,-1
805_4,45 58
805_5,-1
806_1,29
806_2,29
806_3,29
806_4,29 84
806_5,29
807_1,-1
807_2,57
807_3,-1
807_4,43 57
807_5,-1
808_1,94
808_2,94
808_3,94
808_4,94
808_5,94
809_1,60
809_2,-1
809_3,-1
809_4,60
809_5,-1
810_1,59
810_2,-1
810_3,-1
810_4,-1
810_5,-1
811_1,21 57
811_2,57
811_3,16 57
811_4,57
811_5,16
812_1,70
812_2,70
812_3,70
812_4,70
812_5,-1
813_1,59
813_2,-1
813_3,22
813_4,22
813_5,22
814_1,14
814_2,14
814_3,14
814_4,41
814_5,-1
815_1,43
815_2,52
815_3,-1
815_4,-1
815_5,-1
816_1,18
816_2,-1
816_3,-1
816_4,49
816_5,-1
817_1,52
817_2,-1
817_3,52
817_4,-1
817_5,52
818_1,58
818_2,8
818_3,-1
818_4,58
818_5,-1
819_1,21
819_2,21
819_3,-1
819_4,62
819_5,-1
820_1,64
820_2,49
820_3,64
820_4,64
820_5,-1
821_1,78
821_2,-1
821_3,-1
821_4,78
821_5,-1
822_1,83
822_2,-1
822_3,78
822_4,83
822_5,-1
823_1,-1
823_2,62
823_3,62
823_4,62
823_5,-1
824_1,27
824_2,68
824_3,68
824_4,68
824_5,72
825_1,23
825_2,69
825_3,-1
825_4,-1
825_5,69
826_1,51
826_2,51
826_3,51
826_4,-1
826_5,-1
827_1,36
827_2,-1
827_3,64
827_4,64
827_5,-1
828_1,63
828_2,-1
828_3,-1
828_4,-1
828_5,-1
829_1,43
829_2,-1
829_3,30
829_4,30 43
829_5,30 43
830_1,4
830_2,4
830_3,4 64
830_4,4 64
830_5,4
831_1,4
831_2,4
831_3,4
831_4,4
831_5,4
832_1,64
832_2,45 64
832_3,64
832_4,-1
832_5,-1
833_1,57
833_2,57
833_3,-1
833_4,4
833_5,4 61
834_1,58
834_2,58
834_3,58
834_4,-1
834_5,62
835_1,4
835_2,4
835_3,-1
835_4,-1
835_5,4
836_1,60
836_2,60
836_3,-1
836_4,-1
836_5,64
837_1,31
837_2,45
837_3,-1
837_4,45
837_5,45
838_1,14
838_2,14 51
838_3,14 51
838_4,14
838_5,14
839_1,36
839_2,36
839_3,-1
839_4,-1
839_5,-1
840_1,45 50
840_2,50
840_3,45
840_4,50
840_5,45
841_1,69
841_2,-1
841_3,69
841_4,69
841_5,69
842_1,46
842_2,46
842_3,-1
842_4,46
842_5,46
843_1,51
843_2,-1
843_3,51
843_4,51
843_5,51
844_1,4
844_2,58
844_3,4
844_4,58
844_5,4
845_1,37
845_2,37 66
845_3,-1
845_4,-1
845_5,-1
846_1,50
846_2,-1
846_3,-1
846_4,-1
846_5,-1
847_1,45
847_2,-1
847_3,45
847_4,-1
847_5,-1
848_1,101
848_2,101
848_3,-1
848_4,-1
848_5,101
849_1,57
849_2,57
849_3,57
849_4,57
849_5,-1
850_1,54
850_2,-1
850_3,-1
850_4,-1
850_5,54
851_1,60
851_2,-1
851_3,60
851_4,-1
851_5,60
852_1,64
852_2,64
852_3,-1
852_4,64
852_5,-1
853_1,63
853_2,32 63
853_3,-1
853_4,63
853_5,-1
854_1,48
854_2,62
854_3,62
854_4,48 62
854_5,-1
855_1,59
855_2,50 59
855_3,50 59
855_4,50
855_5,-1
856_1,32 58
856_2,32
856_3,-1
856_4,58
856_5,-1
